Organism_name	CAI	Host	CodonSum
Ageratum enation virus :Ageratum enation virus:ssDNA(+/-):Ageratum conyzoides:GCF_000859025.1	0.555334987062757	Brassica_napus.AST_PRJEB5043_v1	1085
Radish mosaic virus :Comovirus raphani:ssRNA(+)::GCF_000879335.1	0.586466504226379	Brassica_napus.AST_PRJEB5043_v1	2948
Turnip rosette virus :Turnip rosette virus:ssRNA(+):Brassica rapa:GCF_000916675.1	0.5784381393998	Brassica_napus.AST_PRJEB5043_v1	1867
Brassica napus RNA virus 1 :Waikavirus brassicae:ssRNA(+):Brassica napus:GCF_004134645.1	0.588863364565695	Brassica_napus.AST_PRJEB5043_v1	3558
Cabbage leaf curl Jamaica virus :Cabbage leaf curl Jamaica virus:ssDNA(+/-):Brassica oleracea var. botrytis:GCF_002867425.1	0.561752803430688	Brassica_napus.AST_PRJEB5043_v1	1499
Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1	0.597092075283431	Brassica_napus.AST_PRJEB5043_v1	2457
Turnip mosaic virus :Turnip mosaic virus:ssRNA(+)::GCF_000863465.1	0.570625352842343	Brassica_napus.AST_PRJEB5043_v1	3164
Tomato leaf curl Kerala virus :Tomato leaf curl Kerala virus:ssDNA(+/-):Solanum lycopersicum:GCF_000881415.1	0.569190351234038	Brassica_napus.AST_PRJEB5043_v1	1100
Beet western yellows virus :Beet western yellows virus:ssRNA(+)::GCF_000852565.1	0.569011024965583	Brassica_juncea.ASM1870372v1	2979
Turnip yellow mosaic virus :Tymovirus brassicae:ssRNA(+)::GCF_000862065.1	0.625594044380363	Brassica_juncea.ASM1870372v1	2649
Beet curly top Iran virus :Beet curly top Iran virus:ssDNA(+/-):Beta vulgaris subsp. vulgaris:GCF_000879795.1	0.576637834639193	Brassica_juncea.ASM1870372v1	863
Tomato yellow leaf curl virus :Tomato yellow leaf curl virus:ssDNA(+/-):Capsicum annuum:GCF_000858205.1	0.540929587510495	Brassica_juncea.ASM1870372v1	1097
Pedilanthus leaf curl virus :Pedilanthus leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_000868385.1	0.569050858510458	Brassica_juncea.ASM1870372v1	1116
Pedilanthus leaf curl virus :Pedilanthus leaf curl virus:ssDNA(+/-)::GCF_000881095.1	0.56803614183769	Brassica_juncea.ASM1870372v1	1148
Turnip yellows virus :Turnip yellows virus:ssRNA(+)::GCF_000855905.1	0.571665847259297	Brassica_juncea.ASM1870372v1	2937
Chickpea chlorotic dwarf virus :Chickpea chlorotic dwarf virus:ssDNA(+/-):Cicer arietinum:GCF_000880315.1	0.639490659870871	Brassica_juncea.ASM1870372v1	963
Ribgrass mosaic virus :Ribgrass mosaic virus:ssRNA(+):Plantago major:GCF_000854645.1	0.571915642204252	Brassica_juncea.ASM1870372v1	3131
Turnip ringspot virus :Turnip ringspot virus:ssRNA(+):Brassica oleracea var. botrytis:GCF_029887465.1	0.566029983842982	Brassica_juncea.ASM1870372v1	2955
Raphanus sativus cryptic virus 2 :Raphanus sativus cryptic virus 2:dsRNA:Raphanus sativus:GCF_000872665.1	0.641239207699696	Brassica_juncea.ASM1870372v1	1170
Tobacco mosaic virus :Tobacco mosaic virus:ssRNA(+)::GCF_000854365.1	0.570238867848486	Brassica_juncea.ASM1870372v1	3672
Turnip ringspot virus :Turnip ringspot virus:ssRNA(+)::GCF_000885935.1	0.567146391061832	Brassica_juncea.ASM1870372v1	2955
Brassica yellows virus :Turnip yellows virus:ssRNA(+):Brassica napus subsp. rapifera:GCF_000894875.2	0.574738536244087	Brassica_juncea.ASM1870372v1	2664
Watermelon chlorotic stunt virus :Watermelon chlorotic stunt virus:ssDNA(+/-):Citrullus lanatus subsp. vulgaris:GCF_000837565.1	0.571314741273992	Brassica_juncea.ASM1870372v1	1610
Tobacco rattle virus :Tobacco rattle virus:ssRNA(+)::GCF_000851445.1	0.584126616355343	Brassica_juncea.ASM1870372v1	3844
Cauliflower mosaic virus :Caulimovirus tessellobrassicae:dsDNA-RT::GCF_000848745.2	0.547096268223049	Brassica_juncea.ASM1870372v1	2303
Tomato leaf curl Karnataka virus :Tomato leaf curl Karnataka virus:ssDNA(+/-)::GCF_000840185.1	0.560236174376562	Brassica_juncea.ASM1870372v1	1100
Turnip curly top virus :Turnip curly top virus:ssDNA(+/-):Brassica rapa:GCF_000887455.1	0.541245927809256	Brassica_juncea.ASM1870372v1	1138
Broad bean wilt virus 2 :Fabavirus betaviciae:ssRNA(+)::GCF_000861605.1	0.563197428696141	Brassica_juncea.ASM1870372v1	2933
Croton yellow vein mosaic virus :Croton yellow vein mosaic virus:ssDNA(+/-):Croton bonplandianus:GCF_000857305.1	0.567475565980688	Brassica_juncea.ASM1870372v1	1195
Turnip leaf roll virus :Turnip leaf roll virus:ssDNA(+/-):Brassica rapa var. rapa:GCF_001550845.1	0.554187840417817	Brassica_juncea.ASM1870372v1	1140
Ageratum enation virus :Ageratum enation virus:ssDNA(+/-):Ageratum conyzoides:GCF_000859025.1	0.545339873432631	Brassica_juncea.ASM1870372v1	1085
Radish mosaic virus :Comovirus raphani:ssRNA(+)::GCF_000879335.1	0.578980885151012	Brassica_juncea.ASM1870372v1	2948
Turnip rosette virus :Turnip rosette virus:ssRNA(+):Brassica rapa:GCF_000916675.1	0.573297747776781	Brassica_juncea.ASM1870372v1	1867
Brassica napus RNA virus 1 :Waikavirus brassicae:ssRNA(+):Brassica napus:GCF_004134645.1	0.582940275529984	Brassica_juncea.ASM1870372v1	3558
Cabbage leaf curl Jamaica virus :Cabbage leaf curl Jamaica virus:ssDNA(+/-):Brassica oleracea var. botrytis:GCF_002867425.1	0.553822638711964	Brassica_juncea.ASM1870372v1	1499
Cucumber mosaic virus :Cucumber mosaic virus:ssRNA(+)::GCF_000864745.1	0.588862963695056	Brassica_juncea.ASM1870372v1	2457
Turnip mosaic virus :Turnip mosaic virus:ssRNA(+)::GCF_000863465.1	0.565658062326425	Brassica_juncea.ASM1870372v1	3164
Tomato leaf curl Kerala virus :Tomato leaf curl Kerala virus:ssDNA(+/-):Solanum lycopersicum:GCF_000881415.1	0.559252752389372	Brassica_juncea.ASM1870372v1	1100
Poplar mosaic virus :Poplar mosaic virus:ssRNA(+)::GCF_000854985.1	0.667991389191178	Populus_trichocarpa.Pop_tri_v4	2856
Aspen mosaic-associated virus :Emaravirus populi:ssRNA(-):Populus tremula:GCF_026210855.1	0.657564068623204	Populus_trichocarpa.Pop_tri_v4	3869
Papaya leaf curl virus :Papaya leaf curl virus:ssDNA(+/-)::GCF_000841085.1	0.644727725545625	Populus_trichocarpa.Pop_tri_v4	1193
Tomato leaf curl Kerala virus :Tomato leaf curl Kerala virus:ssDNA(+/-):Solanum lycopersicum:GCF_000881415.1	0.640552694948419	Populus_trichocarpa.Pop_tri_v4	1100
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	0.599436975833726	Equus_caballus.EquCab3.0	626
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	0.62548555948974	Equus_caballus.EquCab3.0	4621
Cyclovirus Equ1 :Cyclovirus caballo:ssDNA(+/-):Equus caballus:GCF_002820045.1	0.530082618730993	Equus_caballus.EquCab3.0	539
Vesicular stomatitis New Jersey virus :Vesiculovirus newjersey:ssRNA(-):Bos taurus:GCF_000923855.1	0.545873241497463	Equus_caballus.EquCab3.0	3616
Equus asinus papillomavirus 1 :Dyochipapillomavirus 1:dsDNA:Equus asinus:GCF_000920535.1	0.589180721392805	Equus_caballus.EquCab3.0	2204
Equine adenovirus 1 :Equine mastadenovirus A:dsDNA:Equus caballus:GCF_001714455.1	0.689942951456719	Equus_caballus.EquCab3.0	11012
Middle East respiratory syndrome-related coronavirus :Middle East respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_000901155.1	0.560562166442304	Equus_caballus.EquCab3.0	9939
Equus caballus papillomavirus 6 :Dyorhopapillomavirus 1:dsDNA:Equus ferus:GCF_000906795.1	0.584712570861875	Equus_caballus.EquCab3.0	2284
Equine parvovirus H :Equine parvovirus H:ssDNA(+/-):Equus caballus:GCF_013087775.1	0.572328312096903	Equus_caballus.EquCab3.0	1564
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1	0.647745012807586	Equus_caballus.EquCab3.0	620
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1	0.64061381401898	Equus_caballus.EquCab3.0	640
Equus caballus papillomavirus 5 :Dyoiotapapillomavirus 2:dsDNA:Equus caballus:GCF_000904015.1	0.584882125752157	Equus_caballus.EquCab3.0	2411
Equine adenovirus 2 :Equine mastadenovirus B:dsDNA:Equus caballus:GCF_001271175.1	0.594765058174239	Equus_caballus.EquCab3.0	10577
Cache Valley virus :Orthobunyavirus cacheense:ssRNA(-):Culiseta inornata:GCF_004789995.1	0.490136795638583	Equus_caballus.EquCab3.0	4006
Horsepox virus :Vaccinia virus:dsDNA:Equus caballus:GCF_006449675.1	0.490927491163111	Equus_caballus.EquCab3.0	177091
Bovine papillomavirus :Bovine papillomavirus:dsDNA:Bos taurus:GCF_002220025.1	0.553233128760766	Equus_caballus.EquCab3.0	2331
Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1	0.612666722262358	Equus_caballus.EquCab3.0	640
Equid alphaherpesvirus 4 :Varicellovirus equidalpha4:dsDNA:Equus caballus:GCF_000846345.1	0.561510897107048	Equus_caballus.EquCab3.0	42066
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1	0.642803359097521	Equus_caballus.EquCab3.0	653
Borna disease virus 1 :Orthobornavirus bornaense:ssRNA(-):Equus:GCF_002366305.1	0.575600048348725	Equus_caballus.EquCab3.0	2911
Vesicular stomatitis Indiana virus :Vesiculovirus indiana:ssRNA(-):Equus caballus:GCF_002815995.1	0.556646858151478	Equus_caballus.EquCab3.0	3536
Equid gammaherpesvirus 5 :Percavirus equidgamma5:dsDNA:Equus caballus:GCF_000929435.1	0.685995054364167	Equus_caballus.EquCab3.0	38737
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584595.1	0.638244421937014	Equus_caballus.EquCab3.0	632
Ovine gammaherpesvirus 2 :Macavirus ovinegamma2:dsDNA:Ovis aries:GCF_000866865.1	0.677556745600406	Equus_caballus.EquCab3.0	34997
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584445.1	0.600443257359806	Equus_caballus.EquCab3.0	643
Equid gammaherpesvirus 2 :Percavirus equidgamma2:dsDNA:Equus caballus:GCF_000843985.2	0.717251961448269	Equus_caballus.EquCab3.0	38258
Henipavirus hendraense :Henipavirus hendraense:ssRNA(-)::GCF_000852685.1	0.546453155167816	Equus_caballus.EquCab3.0	5608
Bovine alphaherpesvirus 5 :Varicellovirus bovinealpha5:dsDNA::GCF_000842385.2	0.678337453580225	Equus_caballus.EquCab3.0	39713
Equid alphaherpesvirus 9 :Varicellovirus equidalpha9:dsDNA:Equus:GCF_000883455.1	0.613437752271676	Equus_caballus.EquCab3.0	42240
Torque teno equus virus 1 :Mutorquevirus equid1:ssDNA(-):Equus caballus:GCF_004129255.1	0.573448297787482	Equus_caballus.EquCab3.0	704
Betapolyomavirus equi :Betapolyomavirus equi:dsDNA:Equus caballus:GCF_000898215.1	0.574925615404129	Equus_caballus.EquCab3.0	1761
Equine arteritis virus :Alphaarterivirus equid:ssRNA(+)::GCF_000860865.1	0.602855636306974	Equus_caballus.EquCab3.0	6097
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584535.1	0.624840264588096	Equus_caballus.EquCab3.0	622
Western equine encephalitis virus :Western equine encephalitis virus:ssRNA(+)::GCF_000850885.1	0.589558446672198	Equus_caballus.EquCab3.0	4514
Influenza A virus (A/Hong Kong/1073/99(H9N2)) :Alphainfluenzavirus influenzae:ssRNA(-)::GCF_000851145.1	0.570671047198109	Equus_caballus.EquCab3.0	4458
Equine parvovirus H :Equine parvovirus H:ssDNA(+/-):Equus caballus:GCF_004134265.1	0.574865755804271	Equus_caballus.EquCab3.0	1567
Bovine viral diarrhea virus 1 :Pestivirus bovis:ssRNA(+)::GCF_000861245.1	0.547614092308495	Equus_caballus.EquCab3.0	3988
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584685.1	0.635670762515438	Equus_caballus.EquCab3.0	658
Equine pegivirus 1 :Pegivirus caballi:ssRNA(+):Equus caballus:GCF_000904655.1	0.618707364893612	Equus_caballus.EquCab3.0	3343
Vesicular stomatitis Alagoas virus :Vesiculovirus alagoas:ssRNA(-):Equus asinus x Equus caballus:GCF_000924515.1	0.550642002542227	Equus_caballus.EquCab3.0	3530
African horse sickness virus :African horse sickness virus:dsRNA::GCF_000856125.1	0.514556325191465	Equus_caballus.EquCab3.0	5761
Equine infectious anemia virus :Equine infectious anemia virus:ssRNA-RT::GCF_000847605.1	0.481912740457112	Equus_caballus.EquCab3.0	2483
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584495.1	0.629046351202038	Equus_caballus.EquCab3.0	656
Equus caballus papillomavirus 1 :Zetapapillomavirus 1:dsDNA:Equus ferus:GCF_000866385.1	0.613465793520567	Equus_caballus.EquCab3.0	2247
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584575.1	0.630112723740896	Equus_caballus.EquCab3.0	624
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584735.1	0.589488761705692	Equus_caballus.EquCab3.0	604
Equus caballus papillomavirus 3 :Dyoiotapapillomavirus 1:dsDNA:Equus caballus:GCF_000897055.1	0.589128691177443	Equus_caballus.EquCab3.0	2281
Equus caballus papillomavirus 8 :Treiskappapapillomavirus 1:dsDNA:Equus caballus:GCF_001866975.1	0.606812661128906	Equus_caballus.EquCab3.0	2560
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584465.1	0.595284499806306	Equus_caballus.EquCab3.0	638
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003656345.1	0.612159586719929	Equus_caballus.EquCab3.0	738
Venezuelan equine encephalitis virus :Venezuelan equine encephalitis virus:ssRNA(+)::GCF_002889695.1	0.604694471690078	Equus_caballus.EquCab3.0	5626
Middelburg virus :Middelburg virus:ssRNA(+):Aedes vittatus:GCF_000921735.1	0.604262739148402	Equus_caballus.EquCab3.0	3668
Sindbis virus :Sindbis virus:ssRNA(+)::GCF_000860545.1	0.601472072037164	Equus_caballus.EquCab3.0	6474
Wesselsbron virus :Orthoflavivirus wesselsbronense:ssRNA(+)::GCF_000883915.1	0.599679363570146	Equus_caballus.EquCab3.0	3405
Vesicular stomatitis Indiana virus :Vesiculovirus indiana:ssRNA(-)::GCF_000850045.1	0.558223176856823	Equus_caballus.EquCab3.0	3603
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584505.1	0.606053958113438	Equus_caballus.EquCab3.0	628
Bovine coronavirus :Betacoronavirus 1:ssRNA(+)::GCF_000862505.1	0.533533773540571	Equus_caballus.EquCab3.0	10311
Western equine encephalitis virus :Western equine encephalitis virus:ssRNA(+):Culex:GCF_002889215.1	0.572135444810232	Equus_caballus.EquCab3.0	3690
Salem virus :Salemvirus salemense:ssRNA(-):Equus caballus:GCF_000927255.1	0.528773502021107	Equus_caballus.EquCab3.0	5116
Faeces associated gemycircularvirus 18 :Gemycircularvirus equas1:ssDNA:Equus ferus:GCF_001646515.1	0.610403377470468	Equus_caballus.EquCab3.0	870
Lyssavirus australis :Lyssavirus australis:ssRNA(-)::GCF_000850325.1	0.575953308884731	Equus_caballus.EquCab3.0	3612
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846485.1	0.602991556595502	Equus_caballus.EquCab3.0	975
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Metazoa:GCF_018584545.1	0.647590486742972	Equus_caballus.EquCab3.0	611
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584455.1	0.630829890132103	Equus_caballus.EquCab3.0	651
Lyssavirus rabies :Lyssavirus rabies:ssRNA(-)::GCF_000859625.1	0.577864912757266	Equus_caballus.EquCab3.0	3615
Highlands J virus :Highlands J virus:ssRNA(+):Buteo jamaicensis:GCF_000881255.1	0.579942222398377	Equus_caballus.EquCab3.0	4497
Non-primate hepacivirus NZP1 :Hepacivirus equi:ssRNA(+):Equus caballus:GCF_002820765.1	0.598398934395151	Equus_caballus.EquCab3.0	2942
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584515.1	0.654665806839354	Equus_caballus.EquCab3.0	555
Severe fever with thrombocytopenia syndrome virus :Bandavirus dabieense:ssRNA(+/-):Homo sapiens:GCF_003087855.1	0.619938883496904	Equus_caballus.EquCab3.0	3695
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584635.1	0.644633940612772	Equus_caballus.EquCab3.0	670
Equid alphaherpesvirus 1 :Varicellovirus equidalpha1:dsDNA:Equus caballus:GCF_000844025.1	0.6163680268276	Equus_caballus.EquCab3.0	42471
Bunyamwera virus :Orthobunyavirus bunyamweraense:ssRNA(-)::GCF_000849925.1	0.492827129979531	Equus_caballus.EquCab3.0	4005
Torque teno equus virus 2 :Mutorquevirus equid2:ssDNA(-):Equus caballus:GCF_023156215.1	0.576477899365366	Equus_caballus.EquCab3.0	702
Equine encephalosis virus :Equine encephalosis virus:dsRNA::GCF_002829385.1	0.524715288718082	Equus_caballus.EquCab3.0	6252
Orthobunyavirus shuniense :Orthobunyavirus shuniense:ssRNA(-):Equus caballus:GCF_006298405.1	0.492550947735217	Equus_caballus.EquCab3.0	3980
Equine foamy virus :Equine foamy virus:ssRNA-RT::GCF_000850365.1	0.48888127984354	Equus_caballus.EquCab3.0	3276
Cowpox virus :Cowpox virus:dsDNA::GCF_000839185.1	0.494635165671074	Equus_caballus.EquCab3.0	69582
Rodent hepacivirus :Rodent hepacivirus:ssRNA(+):Peromyscus maniculatus:GCF_000904775.1	0.622981643082368	Equus_caballus.EquCab3.0	2748
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584295.1	0.646069660798295	Equus_caballus.EquCab3.0	647
Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) :Alphainfluenzavirus influenzae:ssRNA(-):Anatidae:GCF_000864105.1	0.580586117737896	Equus_caballus.EquCab3.0	4809
Madariaga virus :Madariaga virus:ssRNA(+):Sapajus apella:GCF_000917835.1	0.593598558022336	Equus_caballus.EquCab3.0	3715
Eastern equine encephalitis virus :Eastern equine encephalitis virus:ssRNA(+)::GCF_000862705.1	0.591211840347961	Equus_caballus.EquCab3.0	6445
Equine hepacivirus JPN3/JAPAN/2013 :Equine hepacivirus:ssRNA(+):Equus caballus:GCF_000922575.1	0.605277493727476	Equus_caballus.EquCab3.0	2943
Equine protoparvovirus :Equine protoparvovirus:ssDNA(+/-):Equus caballus:GCF_029886025.1	0.631318238971704	Equus_caballus.EquCab3.0	1667
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584305.1	0.6138458738512	Equus_caballus.EquCab3.0	617
Deltapapillomavirus 4 :Deltapapillomavirus 4:dsDNA::GCF_000863985.1	0.555941818338151	Equus_caballus.EquCab3.0	2302
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584655.1	0.674366979907557	Equus_caballus.EquCab3.0	647
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Oncorhynchus mykiss:GCF_018584625.1	0.679049054395728	Equus_caballus.EquCab3.0	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584485.1	0.594055781342972	Equus_caballus.EquCab3.0	646
Saint Louis encephalitis virus :Orthoflavivirus louisense:ssRNA(+)::GCF_000866785.1	0.604254098408712	Equus_caballus.EquCab3.0	3429
Murray Valley encephalitis virus :Orthoflavivirus murrayense:ssRNA(+)::GCF_000863565.1	0.591968348446125	Equus_caballus.EquCab3.0	4631
Ness Ziona virus :Ness Ziona virus:ssRNA(-):Equus caballus:GCF_029888565.1	0.444818082743617	Equus_caballus.EquCab3.0	3900
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584555.1	0.613454932988943	Equus_caballus.EquCab3.0	639
Faeces associated gemycircularvirus 20 :Gemycircularvirus chicas1:ssDNA:Gallus gallus:GCF_001646115.1	0.640928107816101	Equus_caballus.EquCab3.0	834
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584725.1	0.658659694667647	Equus_caballus.EquCab3.0	633
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584415.1	0.616867472311343	Equus_caballus.EquCab3.0	640
Venezuelan equine encephalitis virus :Venezuelan equine encephalitis virus:ssRNA(+)::GCF_000862105.1	0.610067563653193	Equus_caballus.EquCab3.0	6454
Theiler's disease-associated virus :Pegivirus equi:ssRNA(+):Equus caballus:GCF_002821325.1	0.637173455065886	Equus_caballus.EquCab3.0	3189
Peruvian horse sickness virus :Peruvian horse sickness virus:dsRNA::GCF_000867005.1	0.454628564181737	Equus_caballus.EquCab3.0	6334
Equus caballus papillomavirus 7 :Dyorhopapillomavirus 1:dsDNA:Equus ferus:GCF_000904315.1	0.621233304785304	Equus_caballus.EquCab3.0	2266
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584705.1	0.628146365747898	Equus_caballus.EquCab3.0	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584335.1	0.615443813009253	Equus_caballus.EquCab3.0	624
Madariaga virus :Madariaga virus:ssRNA(+):Culicidae:GCF_002888955.1	0.594168674506355	Equus_caballus.EquCab3.0	3715
Human betaherpesvirus 5 :Cytomegalovirus humanbeta5:dsDNA:Homo sapiens:GCF_000845245.1	0.644909589250577	Equus_caballus.EquCab3.0	63720
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584675.1	0.607709298484039	Equus_caballus.EquCab3.0	631
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584745.1	0.66760325219388	Equus_caballus.EquCab3.0	567
Getah virus :Getah virus:ssRNA(+)::GCF_000855805.1	0.609446262126012	Equus_caballus.EquCab3.0	4549
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584285.1	0.588066796901589	Equus_caballus.EquCab3.0	643
Genomoviridae sp. :Genomoviridae sp.:ssDNA:Melanogrammus aeglefinus:GCF_018584525.1	0.613139818522599	Equus_caballus.EquCab3.0	630
Equid alphaherpesvirus 8 :Varicellovirus equidalpha8:dsDNA:Equus ferus:GCF_008766995.1	0.597225832804128	Equus_caballus.EquCab3.0	42420
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584325.1	0.603322657396058	Equus_caballus.EquCab3.0	612
Horse parvovirus CSF :Horse parvovirus CSF:ssDNA(+/-):Equus caballus:GCF_029886155.1	0.462631549112107	Equus_caballus.EquCab3.0	1623
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584715.1	0.654551200386797	Equus_caballus.EquCab3.0	641
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_003846465.1	0.598188023492579	Equus_caballus.EquCab3.0	822
Equus caballus papillomavirus 4 :Dyoiotapapillomavirus 2:dsDNA:Equus caballus:GCF_000906495.1	0.627669420965307	Equus_caballus.EquCab3.0	2425
Equid alphaherpesvirus 8 :Varicellovirus equidalpha8:dsDNA:Equus caballus:GCF_000894575.1	0.596256289579944	Equus_caballus.EquCab3.0	41557
Tacheng Tick Virus 2 :Uukuvirus tachengense:RNA:Dermacentor marginatus:GCF_013086895.1	0.656086666034846	Equus_caballus.EquCab3.0	2629
Equid alphaherpesvirus 3 :Varicellovirus equidalpha3:dsDNA:Equus caballus:GCF_000921595.1	0.687932857660754	Equus_caballus.EquCab3.0	41826
Picobirnavirus Equ3 :Picobirnavirus Equ3:dsRNA:Equus caballus:GCF_013086925.1	0.590933866786705	Equus_caballus.EquCab3.0	1340
Eqcopivirus EqCoPV_8 :Eqcopivirus EqCoPV_8:ssDNA(+/-):Equus caballus:GCF_029885015.1	0.485390827235451	Equus_caballus.EquCab3.0	1648
Equus caballus papillomavirus 2 :Dyoiotapapillomavirus 1:dsDNA::GCF_000882695.1	0.672868767075792	Equus_caballus.EquCab3.0	2200
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000875385.1	0.622423654577349	Equus_caballus.EquCab3.0	7181
Rotavirus A :Rotavirus A:dsRNA::GCF_000880735.1	0.463926341531206	Equus_caballus.EquCab3.0	5897
Bos taurus papillomavirus 13 :Deltapapillomavirus 4:dsDNA:Bos taurus:GCF_001714395.1	0.556841238689188	Equus_caballus.EquCab3.0	2434
Equid herpesvirus 6 :Equid herpesvirus 6:dsDNA:Equus asinus:GCF_027938535.1	0.706575103121752	Equus_caballus.EquCab3.0	41838
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584665.1	0.618625177391364	Equus_asinus.ASM1607732v2	626
West Nile virus :Orthoflavivirus nilense:ssRNA(+)::GCF_000861085.1	0.647744373577203	Equus_asinus.ASM1607732v2	4621
Cyclovirus Equ1 :Cyclovirus caballo:ssDNA(+/-):Equus caballus:GCF_002820045.1	0.558621024714093	Equus_asinus.ASM1607732v2	539
Vesicular stomatitis New Jersey virus :Vesiculovirus newjersey:ssRNA(-):Bos taurus:GCF_000923855.1	0.575661066365166	Equus_asinus.ASM1607732v2	3616
Equus asinus papillomavirus 1 :Dyochipapillomavirus 1:dsDNA:Equus asinus:GCF_000920535.1	0.612918480494222	Equus_asinus.ASM1607732v2	2204
Equine adenovirus 1 :Equine mastadenovirus A:dsDNA:Equus caballus:GCF_001714455.1	0.703375040172984	Equus_asinus.ASM1607732v2	11012
Middle East respiratory syndrome-related coronavirus :Middle East respiratory syndrome-related coronavirus:ssRNA(+):Homo sapiens:GCF_000901155.1	0.58904275134709	Equus_asinus.ASM1607732v2	9939
Equus caballus papillomavirus 6 :Dyorhopapillomavirus 1:dsDNA:Equus ferus:GCF_000906795.1	0.60823965160499	Equus_asinus.ASM1607732v2	2284
Equine parvovirus H :Equine parvovirus H:ssDNA(+/-):Equus caballus:GCF_013087775.1	0.594360819746349	Equus_asinus.ASM1607732v2	1564
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584565.1	0.664743534394283	Equus_asinus.ASM1607732v2	620
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584615.1	0.659071950888026	Equus_asinus.ASM1607732v2	640
Equus caballus papillomavirus 5 :Dyoiotapapillomavirus 2:dsDNA:Equus caballus:GCF_000904015.1	0.60781271271908	Equus_asinus.ASM1607732v2	2411
Equine adenovirus 2 :Equine mastadenovirus B:dsDNA:Equus caballus:GCF_001271175.1	0.618992691030604	Equus_asinus.ASM1607732v2	10577
Cache Valley virus :Orthobunyavirus cacheense:ssRNA(-):Culiseta inornata:GCF_004789995.1	0.523673273218913	Equus_asinus.ASM1607732v2	4006
Horsepox virus :Vaccinia virus:dsDNA:Equus caballus:GCF_006449675.1	0.521716932042916	Equus_asinus.ASM1607732v2	177091
Bovine papillomavirus :Bovine papillomavirus:dsDNA:Bos taurus:GCF_002220025.1	0.5818046913874	Equus_asinus.ASM1607732v2	2331
Genomoviridae sp. :Genomoviridae sp.:ssDNA:unidentified:GCF_018591265.1	0.632421304937251	Equus_asinus.ASM1607732v2	640
Equid alphaherpesvirus 4 :Varicellovirus equidalpha4:dsDNA:Equus caballus:GCF_000846345.1	0.58687525344836	Equus_asinus.ASM1607732v2	42066
Genomoviridae sp. :Genomoviridae sp.:ssDNA::GCF_018584435.1	0.661709505806663	Equus_asinus.ASM1607732v2	653
