Organism_name	Host_Class	Virus_Class	Host_genus	CAI	Host	median	CodonSum
Pepper yellow leaf curl virus :Pepper yellow leaf curl virus:ssDNA(+/-):Piperaceae:GCF_000905155.1	eudicotyledons_Plant	DNA virus	Solanum	0.626151032310394	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	998
Pepper yellow mosaic virus :Pepper yellow mosaic virus:ssRNA(+):Capsicum annuum:GCF_000889995.1	eudicotyledons_Plant	RNA virus	Solanum	0.640970929210847	Solanum_lycopersicum.SL3.0	0.6674051	2762
Pepper yellow vein Mali virus :Pepper yellow vein Mali virus:ssDNA(+/-)::GCF_000840925.1	eudicotyledons_Plant	DNA virus	Solanum	0.628414645147037	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	983
Peru tomato mosaic virus :Peru tomato mosaic virus:ssRNA(+)::GCF_000861725.1	eudicotyledons_Plant	RNA virus	Solanum	0.665934896795779	Solanum_lycopersicum.SL3.0	0.6674051	2769
Physostegia chlorotic mottle virus :Alphanucleorhabdovirus physostegiae:ssRNA(-):Physostegia:GCF_013087375.1	eudicotyledons_Plant	RNA virus	Solanum	0.644662607844879	Solanum_lycopersicum.SL3.0	0.6674051	3477
Plant associated genomovirus 1 :Gemygorvirus poaspe1:ssDNA:Poaceae:GCF_018584015.1	eudicotyledons_Plant	DNA virus	Solanum	0.630152542989623	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	583
Potato aucuba mosaic virus :Potato aucuba mosaic virus:ssRNA(+)::GCF_000852045.1	eudicotyledons_Plant	RNA virus	Solanum	0.640509616013483	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2172
Potato black ringspot virus :Nepovirus solani:ssRNA(+):Solanum tuberosum:GCF_000913055.1	eudicotyledons_Plant	RNA virus	Solanum	0.648632791841369	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	3103
Potato black ringspot virus :Nepovirus solani:ssRNA(+):Solanum tuberosum:GCF_024750025.1	eudicotyledons_Plant	RNA virus	Solanum	0.647176079243593	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	3104
Potato latent virus :Potato latent virus:ssRNA(+):Solanum tuberosum:GCF_000883255.1	eudicotyledons_Plant	RNA virus	Solanum	0.638384966966988	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2343
Potato leafroll virus :Potato leafroll virus:ssRNA(+)::GCF_000856725.1	eudicotyledons_Plant	RNA virus	Solanum	0.591813092906134	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2827
Potato mop-top virus :Potato mop-top virus:ssRNA(+)::GCF_000850685.1	eudicotyledons_Plant	RNA virus	Solanum	0.636864308609061	Solanum_lycopersicum.SL3.0	0.6674051	3756
Potato necrosis virus :Alphanecrovirus solani:ssRNA(+):Solanum tuberosum:GCF_001629905.1	eudicotyledons_Plant	RNA virus	Solanum	0.625213849185407	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1218
Potato virus B :Nepovirus betasolani:ssRNA(+):Solanum tuberosum:GCF_003033835.1	eudicotyledons_Plant	RNA virus	Solanum	0.661380812925317	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	3292
Potato virus H :Potato virus H:ssRNA(+):Solanum tuberosum:GCF_000899815.1	eudicotyledons_Plant	RNA virus	Solanum	0.614470832687458	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2526
Potato virus M :Potato virus M:ssRNA(+)::GCF_000860585.1	eudicotyledons_Plant	RNA virus	Solanum	0.609142773501978	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2552
Potato virus S :Potato virus S:ssRNA(+):Solanum tuberosum:GCF_000866605.1	eudicotyledons_Plant	RNA virus	Solanum	0.619213216698879	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2862
Potato virus T :Potato virus T:ssRNA(+):Chenopodium amaranticolor:GCF_000879695.1	eudicotyledons_Plant	RNA virus	Solanum	0.67161988854272	Solanum_lycopersicum.SL3.0	0.6674051	1966
Potato virus U :Nepovirus usolani:ssRNA(+):Solanum tuberosum:GCF_004117715.1	eudicotyledons_Plant	RNA virus	Solanum	0.666823844971381	Solanum_lycopersicum.SL3.0	0.6674051	3162
Potato virus V :Potato virus V:ssRNA(+)::GCF_000860845.1	eudicotyledons_Plant	RNA virus	Solanum	0.645127534407338	Solanum_lycopersicum.SL3.0	0.6674051	2762
Potato virus X :Potato virus X:ssRNA(+)::GCF_000866465.1	eudicotyledons_Plant	RNA virus	Solanum	0.632912086654857	Solanum_lycopersicum.SL3.0	0.6674051	1914
Potato virus Y :Potato virus Y:ssRNA(+)::GCF_000862905.1	eudicotyledons_Plant	RNA virus	Solanum	0.646508873078662	Solanum_lycopersicum.SL3.0	0.6674051	2748
Potato yellow mosaic Panama virus :Potato yellow mosaic Panama virus:ssDNA(+/-)::GCF_000839305.1	eudicotyledons_Plant	DNA virus	Solanum	0.630590994561499	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1353
Potato yellow mosaic Trinidad virus :Potato yellow mosaic Trinidad virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842985.1	eudicotyledons_Plant	DNA virus	Solanum	0.625119444448951	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1347
Potato yellow mosaic virus :Potato yellow mosaic virus:ssDNA(+/-)::GCF_000838665.1	eudicotyledons_Plant	DNA virus	Solanum	0.635924751165213	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1277
Potato yellow vein virus :Potato yellow vein virus:ssRNA(+):Solanum tuberosum subsp. andigenum:GCF_000852745.1	eudicotyledons_Plant	RNA virus	Solanum	0.651285209421235	Solanum_lycopersicum.SL3.0	0.6674051	4442
Radish leaf curl virus :Radish leaf curl virus:ssDNA(+/-):Raphanus sativus:GCF_000872445.1	eudicotyledons_Plant	DNA virus	Solanum	0.624254514608599	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1112
Ramie mosaic virus :Tomato leaf curl Hsinchu virus:ssDNA(+/-):Boehmeria nivea:GCF_000879415.1	eudicotyledons_Plant	DNA virus	Solanum	0.620533416813107	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1496
Red clover vein mosaic virus :Red clover vein mosaic virus:ssRNA(+):Cicer arietinum:GCF_000881135.1	eudicotyledons_Plant	RNA virus	Solanum	0.651442237407708	Solanum_lycopersicum.SL3.0	0.6674051	2538
Sida leaf curl virus :Sida leaf curl virus:ssDNA(+/-)::GCF_000866845.1	eudicotyledons_Plant	DNA virus	Solanum	0.628351578836998	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1026
Sida micrantha mosaic virus :Sida micrantha mosaic virus:ssDNA(+/-)::GCF_000840905.1	eudicotyledons_Plant	DNA virus	Solanum	0.615861269974606	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1377
Sida micrantha mosaic virus :Sida micrantha mosaic virus:ssDNA(+/-)::GCF_002986855.1	eudicotyledons_Plant	DNA virus	Solanum	0.622552978929693	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1355
Sida mosaic Sinaloa virus :Sida mosaic Sinaloa virus:ssDNA(+/-)::GCF_000867305.1	eudicotyledons_Plant	DNA virus	Solanum	0.620516626929056	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1365
Sida yellow net virus :Sida yellow net virus:ssDNA(+/-)::GCF_000905775.1	eudicotyledons_Plant	DNA virus	Solanum	0.616772240546221	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	867
Solanum chacoense mitovirus 1 :Duamitovirus soch1:ssRNA(+):Solanum chacoense:GCF_023119445.1	eudicotyledons_Plant	RNA virus	Solanum	0.615930232112344	Solanum_lycopersicum.SL3.0	0.6674051	685
Solanum mosaic Bolivia virus :Solanum mosaic Bolivia virus:ssDNA(+/-):Solanum:GCF_000921815.1	eudicotyledons_Plant	DNA virus	Solanum	0.64414836244202	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1331
Solanum violifolium ringspot virus :Cilevirus solani:ssRNA(+):Solanum violifolium:GCF_029888505.1	eudicotyledons_Plant	RNA virus	Solanum	0.658633800832146	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	3477
Southern tomato virus :Amalgavirus lycopersici:dsRNA:Solanum lycopersicum:GCF_000883395.1	eudicotyledons_Plant	RNA virus	Solanum	0.653041159220833	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1319
Soybean chlorotic blotch virus :Soybean chlorotic blotch virus:ssDNA(+/-):Glycine max:GCF_000889935.1	eudicotyledons_Plant	DNA virus	Solanum	0.596574433258341	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1631
Squash leaf curl China virus :Squash leaf curl China virus:ssDNA(+/-)::GCF_000865805.1	eudicotyledons_Plant	DNA virus	Solanum	0.593009545803103	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1590
Squash leaf curl virus :Squash leaf curl virus:ssDNA(+/-)::GCF_000837705.1	eudicotyledons_Plant	DNA virus	Solanum	0.609729179897222	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1273
Squash yellow mild mottle virus :Squash yellow mild mottle virus:ssDNA(+/-):Cucurbita:GCF_000839245.1	eudicotyledons_Plant	DNA virus	Solanum	0.604150381926663	Solanum_lycopersicum.SL3.0	0.6674051	1284
Strawberry latent ringspot virus :Stralarivirus fragariae:ssRNA(+)::GCF_000857165.1	eudicotyledons_Plant	RNA virus	Solanum	0.688378800126518	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2958
Sweet potato leaf curl virus :Sweet potato leaf curl virus:ssDNA(+/-)::GCF_000864705.1	eudicotyledons_Plant	DNA virus	Solanum	0.629104476032367	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1008
Sweet potato leaf curl virus :Sweet potato leaf curl virus:ssDNA(+/-):Ipomoea batatas:GCF_004787655.1	eudicotyledons_Plant	DNA virus	Solanum	0.623103601074722	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1017
Synedrella leaf curl virus :Synedrella leaf curl virus:ssDNA(+/-):Eclipta prostrata:GCF_001755365.1	eudicotyledons_Plant	DNA virus	Solanum	0.635030261316804	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1124
Tamarillo leaf malformation virus :Tamarillo leaf malformation virus:ssRNA(+):Solanum betaceum:GCF_000955115.1	eudicotyledons_Plant	RNA virus	Solanum	0.67330623590714	Solanum_lycopersicum.SL3.0	0.6674051	2763
Thladiantha dubia mosaic virus :Thladiantha dubia mosaic virus:ssRNA(+):Thladiantha dubia:GCF_029883925.1	eudicotyledons_Plant	RNA virus	Solanum	0.649429742473044	Solanum_lycopersicum.SL3.0	0.6674051	2909
Tobacco bushy top virus :Umbravirus nicotianae:ssRNA(+)::GCF_000851725.1	eudicotyledons_Plant	RNA virus	Solanum	0.572650637077254	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1521
Tobacco curly shoot virus :Tobacco curly shoot virus:ssDNA(+/-):Solanum lycopersicum:GCF_000859325.1	eudicotyledons_Plant	DNA virus	Solanum	0.624050892816586	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	993
Tobacco etch virus :Tobacco etch virus:ssRNA(+)::GCF_000861345.1	eudicotyledons_Plant	RNA virus	Solanum	0.650365434225482	Solanum_lycopersicum.SL3.0	0.6674051	2740
Tobacco leaf curl Kochi virus :Tobacco leaf curl Kochi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000843705.1	eudicotyledons_Plant	DNA virus	Solanum	0.640382737202537	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	994
Tobacco leaf curl Thailand virus :Tobacco leaf curl Thailand virus:ssDNA(+/-):Solanum lycopersicum:GCF_000871705.1	eudicotyledons_Plant	DNA virus	Solanum	0.637416458538207	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1048
Tobacco leaf curl Yunnan virus :Tobacco leaf curl Yunnan virus:ssDNA(+/-)::GCF_000860165.1	eudicotyledons_Plant	DNA virus	Solanum	0.628297072752349	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1004
Tobacco leaf curl virus :Tobacco leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_001634495.1	eudicotyledons_Plant	DNA virus	Solanum	0.633713946349237	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1013
Tobacco mild green mosaic virus :Tobacco mild green mosaic virus:ssRNA(+)::GCF_000847545.1	eudicotyledons_Plant	RNA virus	Solanum	0.64939419851594	Solanum_lycopersicum.SL3.0	0.6674051	2858
Tobacco mosaic virus :Tobacco mosaic virus:ssRNA(+)::GCF_000854365.1	eudicotyledons_Plant	RNA virus	Solanum	0.623120436885053	Solanum_lycopersicum.SL3.0	0.6674051	3341
Tobacco rattle virus :Tobacco rattle virus:ssRNA(+)::GCF_000851445.1	eudicotyledons_Plant	RNA virus	Solanum	0.640868026221248	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	3525
Tobacco ringspot virus :Nepovirus nicotianae:ssRNA(+)::GCF_000856105.1	eudicotyledons_Plant	RNA virus	Solanum	0.655010658693844	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	3100
Tobacco streak virus :Tobacco streak virus:ssRNA(+)::GCF_000865505.1	eudicotyledons_Plant	RNA virus	Solanum	0.600657130242096	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	475
Tobacco vein banding mosaic virus :Tobacco vein banding mosaic virus:ssRNA(+):Nicotiana tabacum:GCF_000873745.1	eudicotyledons_Plant	RNA virus	Solanum	0.637973835074442	Solanum_lycopersicum.SL3.0	0.6674051	2773
Tomato apical leaf curl virus :Tomato apical leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_002890115.1	eudicotyledons_Plant	DNA virus	Solanum	0.627494179018983	Solanum_lycopersicum.SL3.0	0.6674051	1096
Tomato apical leaf curl virus :Tomato apical leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_018583355.1	eudicotyledons_Plant	DNA virus	Solanum	0.623437418727305	Solanum_lycopersicum.SL3.0	0.6674051	1096
Tomato aspermy virus :Tomato aspermy virus:ssRNA(+)::GCF_000853065.1	eudicotyledons_Plant	RNA virus	Solanum	0.626513110453484	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2209
Tomato associated geminivirus 1 :Tomato associated geminivirus 1:ssDNA(+/-):Solanum lycopersicum:GCF_002285045.1	eudicotyledons_Plant	DNA virus	Solanum	0.652137089418154	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	872
Tomato black ring virus :Nepovirus nigranuli:ssRNA(+)::GCF_000853325.1	eudicotyledons_Plant	RNA virus	Solanum	0.663265878480697	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	3272
Tomato black ring virus satellite RNA :Tomato black ring virus satellite RNA:RNA::GCF_000855605.1	eudicotyledons_Plant	RNA virus	Solanum	0.636161587741116	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	378
Tomato blistering mosaic virus :Tymovirus lycopersici:ssRNA(+):Solanum lycopersicum:GCF_000911635.1	eudicotyledons_Plant	RNA virus	Solanum	0.652294864263706	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	2464
Tomato bright yellow mosaic virus :Tomato bright yellow mosaic virus:ssDNA(+/-):Solanum lycopersicum:GCF_002823845.1	eudicotyledons_Plant	DNA virus	Solanum	0.608013465143087	Solanum_lycopersicum.SL3.0	0.6674051	756
Tomato bright yellow mottle virus :Tomato bright yellow mottle virus:ssDNA(+/-):Solanum lycopersicum:GCF_002823865.1	eudicotyledons_Plant	DNA virus	Solanum	0.617695796485938	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	837
Tomato brown rugose fruit virus :Tomato brown rugose fruit virus:ssRNA(+):Solanum lycopersicum:GCF_001461485.1	eudicotyledons_Plant	RNA virus	Solanum	0.630664163010183	Solanum_lycopersicum.SL3.0	0.6674051	2884
Tomato bushy stunt virus :Tombusvirus lycopersici:ssRNA(+)::GCF_000858805.1	eudicotyledons_Plant	RNA virus	Solanum	0.610841154175925	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1705
Tomato chino La Paz virus :Tomato chino La Paz virus:ssDNA(+/-)::GCF_000842645.1	eudicotyledons_Plant	DNA virus	Solanum	0.625455218387626	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	847
Tomato chlorosis virus :Tomato chlorosis virus:ssRNA(+):Solanum lycopersicum:GCF_000864085.1	eudicotyledons_Plant	RNA virus	Solanum	0.665581959717732	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	4211
Tomato chlorotic leaf curl virus :Tomato chlorotic leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_013087485.1	eudicotyledons_Plant	DNA virus	Solanum	0.618536152407343	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1408
Tomato chlorotic mottle Guyane virus :Tomato chlorotic mottle Guyane virus:ssDNA(+/-):Solanum lycopersicum:GCF_003029095.2	eudicotyledons_Plant	DNA virus	Solanum	0.634967410441001	Solanum_lycopersicum.SL3.0	0.6674051	1345
Tomato chlorotic mottle virus :Tomato chlorotic mottle virus:ssDNA(+/-)::GCF_000838345.1	eudicotyledons_Plant	DNA virus	Solanum	0.642297482560258	Solanum_lycopersicum.SL3.0	0.6674051	1368
Tomato chlorotic spot virus :Orthotospovirus tomatoflavi:ssRNA(+/-)::GCF_002270845.1	eudicotyledons_Plant	RNA virus	Solanum	0.658012344724126	Solanum_lycopersicum.SL3.0	0.6674051	4439
Tomato chocolate spot virus :Tomato chocolate spot virus:ssRNA(+):Solanum lycopersicum:GCF_000885175.1	eudicotyledons_Plant	RNA virus	Solanum	0.66223956635017	Solanum_lycopersicum.SL3.0	0.6674051	3189
Tomato common mosaic virus :Tomato common mosaic virus:ssDNA(+/-):Solanum lycopersicum:GCF_000879555.1	eudicotyledons_Plant	DNA virus	Solanum	0.621906838805732	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1360
Tomato curly stunt virus :Tomato curly stunt virus:ssDNA(+/-)::GCF_000841345.1	eudicotyledons_Plant	DNA virus	Solanum	0.631843553100064	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	909
Tomato dwarf leaf virus :Tomato dwarf leaf virus:ssDNA(+/-):Solanum lycopersicum:GCF_000894215.1	eudicotyledons_Plant	DNA virus	Solanum	0.631012862352105	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1290
Tomato enation leaf curl virus :Tomato enation leaf curl virus:ssDNA(+/-):Solanum lycopersicum:GCF_000969195.1	eudicotyledons_Plant	DNA virus	Solanum	0.632837240675088	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1001
Tomato fruit blotch virus :Blunervirus solani:ssRNA(+):Solanum lycopersicum:GCF_018595335.1	eudicotyledons_Plant	RNA virus	Solanum	0.642144646403088	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	3969
Tomato golden mosaic virus :Tomato golden mosaic virus:ssDNA(+/-)::GCF_000839565.1	eudicotyledons_Plant	DNA virus	Solanum	0.634966611737236	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1253
Tomato golden mottle virus :Tomato golden mottle virus:ssDNA(+/-):Solanum lycopersicum:GCF_000839225.1	eudicotyledons_Plant	DNA virus	Solanum	0.635399733284632	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1353
Tomato golden vein virus :Tomato golden vein virus:ssDNA(+/-):Solanum lycopersicum:GCF_002867655.1	eudicotyledons_Plant	DNA virus	Solanum	0.635884763757626	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1346
Tomato infectious chlorosis virus :Tomato infectious chlorosis virus:ssRNA(+)::GCF_000885955.1	eudicotyledons_Plant	RNA virus	Solanum	0.636951060369352	Solanum_lycopersicum.SL3.0	0.6674051	6204
Tomato interveinal chlorosis virus :Tomato interveinal chlorosis virus:ssDNA(+/-):Solanum lycopersicum:GCF_002823985.1	eudicotyledons_Plant	DNA virus	Solanum	0.627025284967788	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	874
Tomato latent virus :Tomato latent virus:ssDNA(+/-):Solanum lycopersicum:GCF_003029065.1	eudicotyledons_Plant	DNA virus	Solanum	0.612381581666517	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	984
Tomato leaf curl Anand alphasatellite :Tomato leaf curl Anand alphasatellite:ssDNA:Solanum lycopersicum:GCF_018583925.1	eudicotyledons_Plant	DNA virus	Solanum	0.637176736505115	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	397
Tomato leaf curl Anjouan virus :Tomato leaf curl Anjouan virus:ssDNA(+/-):Solanum lycopersicum:GCF_002986935.1	eudicotyledons_Plant	DNA virus	Solanum	0.626346761574321	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	998
Tomato leaf curl Arusha virus :Tomato leaf curl Arusha virus:ssDNA(+/-):Solanum lycopersicum:GCF_000868885.1	eudicotyledons_Plant	DNA virus	Solanum	0.623215218289586	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	992
Tomato leaf curl Arusha virus :Tomato leaf curl Arusha virus:ssDNA(+/-):Solanum lycopersicum:GCF_004786735.1	eudicotyledons_Plant	DNA virus	Solanum	0.628945554058592	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	987
Tomato leaf curl Bangalore virus :Tomato leaf curl Bangalore virus:ssDNA(+/-)::GCF_000839265.1	eudicotyledons_Plant	DNA virus	Solanum	0.629411830005227	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	995
Tomato leaf curl Bangladesh virus :Tomato leaf curl Bangladesh virus:ssDNA(+/-)::GCF_000840445.1	eudicotyledons_Plant	DNA virus	Solanum	0.633399048295109	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1001
Tomato leaf curl Barka virus :Tomato leaf curl Barka virus:ssDNA(+/-):Solanum lycopersicum:GCF_000922655.1	eudicotyledons_Plant	DNA virus	Solanum	0.65104196462322	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	974
Tomato leaf curl Burkina Faso virus :Tomato leaf curl Burkina Faso virus:ssDNA(+/-):Solanum lycopersicum:GCF_002005645.1	eudicotyledons_Plant	DNA virus	Solanum	0.615147411433472	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	999
Tomato leaf curl Cameroon virus :Tomato leaf curl Cameroon virus:ssDNA(+/-):Abelmoschus esculentus:GCF_000885495.1	eudicotyledons_Plant	DNA virus	Solanum	0.608279483678316	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1152
Tomato leaf curl Cebu virus :Tomato leaf curl Cebu virus:ssDNA(+/-):Solanum lycopersicum:GCF_000875005.1	eudicotyledons_Plant	DNA virus	Solanum	0.629073931289736	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	995
Tomato leaf curl China virus :Tomato leaf curl China virus:ssDNA(+/-):Solanum lycopersicum:GCF_000842525.1	eudicotyledons_Plant	DNA virus	Solanum	0.620875231448684	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1003
Tomato leaf curl Comoros virus :Tomato leaf curl Comoros virus:ssDNA(+/-):Solanum lycopersicum:GCF_001430535.1	eudicotyledons_Plant	DNA virus	Solanum	0.628213430832633	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1000
Tomato leaf curl Cotabato virus :Tomato leaf curl Cotabato virus:ssDNA(+/-):Solanum lycopersicum:GCF_000879815.1	eudicotyledons_Plant	DNA virus	Solanum	0.627943381230998	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1005
Tomato leaf curl Diana virus :Tomato leaf curl Diana virus:ssDNA(+/-):Solanum lycopersicum:GCF_002986995.1	eudicotyledons_Plant	DNA virus	Solanum	0.625048679638892	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	994
Tomato leaf curl Gandhinagar virus :Tomato leaf curl Gandhinagar virus:ssDNA(+/-):Solanum lycopersicum:GCF_000914215.1	eudicotyledons_Plant	DNA virus	Solanum	0.628290280325547	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1014
Tomato leaf curl Ghana virus :Tomato leaf curl Ghana virus:ssDNA(+/-):Solanum lycopersicum:GCF_000874905.1	eudicotyledons_Plant	DNA virus	Solanum	0.607349038105498	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1003
Tomato leaf curl Guangdong virus :Tomato leaf curl Guangdong virus:ssDNA(+/-):Solanum lycopersicum:GCF_000869445.1	eudicotyledons_Plant	DNA virus	Solanum	0.617997330133646	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	988
Tomato leaf curl Guangxi virus :Tomato leaf curl Guangxi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000868445.1	eudicotyledons_Plant	DNA virus	Solanum	0.646039958387886	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1003
Tomato leaf curl Gujarat virus :Tomato leaf curl Gujarat virus:ssDNA(+/-)::GCF_000841205.1	eudicotyledons_Plant	DNA virus	Solanum	0.621310385042272	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1501
Tomato leaf curl Hainan virus :Tomato leaf curl Hainan virus:ssDNA(+/-):Solanum lycopersicum var. cerasiforme:GCF_002824105.1	eudicotyledons_Plant	DNA virus	Solanum	0.62259202431451	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1008
Tomato leaf curl Hainan virus :Tomato leaf curl Hainan virus:ssDNA(+/-):Solanum lycopersicum:GCF_000885835.1	eudicotyledons_Plant	DNA virus	Solanum	0.616060019361758	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	984
Tomato leaf curl Hanoi virus :Tomato leaf curl Hanoi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000892255.1	eudicotyledons_Plant	DNA virus	Solanum	0.617559106575786	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	996
Tomato leaf curl Joydebpur virus :Tomato leaf curl Joydebpur virus:ssDNA(+/-):Solanum lycopersicum:GCF_000864425.1	eudicotyledons_Plant	DNA virus	Solanum	0.619319004750924	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1008
Tomato leaf curl Karnataka virus 2 :Tomato leaf curl Karnataka virus 2:ssDNA(+/-):Solanum lycopersicum:GCF_004787115.1	eudicotyledons_Plant	DNA virus	Solanum	0.619644818595551	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1009
Tomato leaf curl Karnataka virus 3 :Tomato leaf curl Karnataka virus 3:ssDNA(+/-):Solanum lycopersicum:GCF_004787135.1	eudicotyledons_Plant	DNA virus	Solanum	0.61997685959656	Solanum_lycopersicum.SL3.0	0.6674051	994
Tomato leaf curl Karnataka virus :Tomato leaf curl Karnataka virus:ssDNA(+/-)::GCF_000840185.1	eudicotyledons_Plant	DNA virus	Solanum	0.634235221497805	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1002
Tomato leaf curl Kerala virus :Tomato leaf curl Kerala virus:ssDNA(+/-):Solanum lycopersicum:GCF_000881415.1	eudicotyledons_Plant	DNA virus	Solanum	0.632264369369199	Solanum_lycopersicum.SL3.0	0.6674051	1002
Tomato leaf curl Kumasi virus :Tomato leaf curl Kumasi virus:ssDNA(+/-):Solanum lycopersicum:GCF_000880355.1	eudicotyledons_Plant	DNA virus	Solanum	0.616069591969658	Solanum_tuberosum_rh8903916.ASM1418947v1	0.6680326	1005
