Geneid,Length,mono_Ctrl_1,mono_Ctrl_2,mono_XS1_1,mono_XS1_2,mono_XS2_1,mono_XS2_2,mono_XS4_1,mono_XS4_2
ENSG00000159556,1077,269.5,326.5,410.5,482.5,372,548,424.5,619.5
ENSG00000073417,2589,167,230,226.5,245.5,210.5,241.5,170.5,287
ENSG00000140398,1222,68,82,78,92,68,119,66,101.5
ENSG00000169330,2757,29,29,30,28,25,36,21,30
ENSG00000140612,709,2340,2823.17,2770.17,3091,2262.92,3473.17,2374,3685.33
ENSG00000181991,582,1804.5,2223.5,2009,2360,1639,2273.5,1745,2518.5
ENSG00000166831,627,329.5,418,428,481,379.5,439.5,312,483
ENSG00000140400,3473,929,1186.5,1095,1220.5,862,1307,922.5,1273
ENSG00000140391,759,3133,4077,3506.5,3674.33,2893.5,4237,2936.5,4458
ENSG00000166173,1664,597.5,714,627,779,573.5,801.5,591,801.5
ENSG00000140553,3321,5557,6918.5,6092.5,6693,4869.5,6667.5,4857,7014.5
ENSG00000069667,2316,63,76.5,83.5,108,71,104.5,58,112
ENSG00000140319,510,5920.2,7615.36,6826.74,7622.54,5644.84,8240.61,5845.16,8739.53
ENSG00000074603,2734,528,810.5,680,699.5,612.5,931,529,855.5
ENSG00000172379,2216,303,419,380,421,341.5,475,276.5,471
ENSG00000255302,561,5629.5,6813.33,5795,6726,5263.5,7203,5100,7392
ENSG00000186399,1893,3.43,2.99,3.74,4.4,4.02,4.1,4.53,5.08
ENSG00000140326,3708,567,652,540,651,431,577,482,731
ENSG00000183496,1925,221,243,255,333,277,367.5,284,377
ENSG00000156218,5109,48,52,72,79,53,70.5,51,75
ENSG00000140287,1999,0,0,0,0,0,0.17,0,0
ENSG00000140450,1254,257.5,399.5,399,424,335.5,449.5,329,500.5
ENSG00000128928,1765,1556.5,1887,1786.5,1972,1446.5,1992.5,1444,2143
ENSG00000103740,2361,0,0,0.1,1,3,3.11,3,3
ENSG00000197696,467,330,403,383,456,343.5,413,304,475
ENSG00000128908,4743,311,384,430,424,331,506,346,548.5
ENSG00000169612,354,539.47,726.72,692.38,764.07,590.18,864.82,623.07,961.93
ENSG00000279765,381,40,55.5,63,52.5,59.75,72,54,65
ENSG00000183655,1767,249,287,247,290,234,308,209,363
ENSG00000068305,1653,589.72,742.91,755.67,757.53,554.43,862.33,642.35,893.13
ENSG00000176463,2216,75,99.5,122,87.5,79,115.5,75,113
ENSG00000181026,975,869,1065.5,1168.5,1329,1045.5,1391,1060,1513.5
ENSG00000185787,1273,8049.46,9645.86,9022.86,9486.93,7701.28,11211.31,7482.58,11529.82
ENSG00000173867,1650,89,113,110.5,118.5,83.5,129.5,90.25,141.75
ENSG00000137845,2564,1487.5,2081,1838,1839,1531.5,2212.5,1397,2193.5
ENSG00000198901,1977,4017,4989.5,4543,4567.5,3968.33,5637.5,3873,5653
ENSG00000140600,1110,267.5,337,346.5,300,257,363.5,255,350.5
ENSG00000176371,2108,339.5,453,438.25,513.5,396.5,517.5,399.75,577.83
ENSG00000259494,952,1561,1916,1841,2044,1470,2048.5,1585.5,2469
ENSG00000154237,6154,42,52,46,50,46,61,43,65
ENSG00000182253,4695,221,288,238,254.33,230,309,187,233
ENSG00000173575,5968,508.5,685.5,671.5,699.5,650.75,884,586,764.5
ENSG00000168904,1131,339.5,376,341,381.5,274,434,297,413.33
ENSG00000103852,1670,129,185,168,215,193,257,168.5,268
ENSG00000182175,1489,234,297.5,237,255,211,262.83,193,249
ENSG00000140443,4101,2256.5,2675.5,2428.5,2648.5,2080,3127,2042.5,2797
ENSG00000140534,5730,1528.25,2047,1486.33,1567.5,1334,1766.33,1353,1968
ENSG00000140577,1899,442,597,530,563,497,606.5,437.5,632
ENSG00000128923,1867,231,295,247,249,208,284,212,262
ENSG00000185551,1285,1010,1249,1061.33,1252.5,927,1255,949.5,1386
ENSG00000183571,675,2,1,0,0,0,1,0,1
ENSG00000185442,822,82,93.5,89,95.83,101.5,139.5,79.5,123
ENSG00000103995,5191,285.5,366,294,313,240,360,234,386
ENSG00000140563,2772,4.5,3,3,3,2,5.5,3,4
ENSG00000157470,1151,37,44,32,36,28.5,49.5,29,36
ENSG00000137869,1634,0,0,0,0,0,0,0,0
ENSG00000140519,1474,0,0,0,0,0,0,0,0
ENSG00000140538,3012,8,10,12,6,10,20,5,11
ENSG00000166965,1128,425.5,505,472.5,550,345.5,537,330.5,517
ENSG00000104177,1809,1703,2143.5,1924.5,2090.5,1678.5,2525.5,1605.5,2454
ENSG00000260836,1986,13478.17,16923.34,15826.66,16600.99,12853.84,17084.54,13279.7,20482.07
ENSG00000284946,1797,363.25,461.25,466.25,466.25,378,554.25,354.75,550.25
ENSG00000140451,2178,165,208.33,156,196.08,128,163.33,130,173.33
ENSG00000064726,1446,1453,1813,1576.5,1687,1368,2003,1363.5,2056.33
ENSG00000169375,3921,3208.25,4274.57,3785,3810.83,3159.08,4722.53,3185,4678.98
ENSG00000184254,1758,451,574,545,622.67,514,671.5,449,661
ENSG00000103978,1779,784,915.83,927,1052,771.33,1127.5,801.5,1188
ENSG00000180357,4479,713,1059.5,839,857.5,637,970,570,865
ENSG00000166716,3801,717.67,934,798.5,836,676.5,1023,678,988.33
ENSG00000166477,1998,2073,2731.5,2251.5,2275,1805,2729,1877,2839
ENSG00000138594,1056,1980.5,2543,2240.5,2338.17,1882.5,2799,1722,2725.5
ENSG00000168781,4793,279,362.25,348,359.25,247.5,387.75,261.5,430.5
ENSG00000237289,1362,2203,2705.25,2511.5,2667.67,2155.67,2880.25,2140.5,3050.62
ENSG00000242866,5436,0,2,0.5,3,2.5,3.43,0.17,2
ENSG00000284772,159,0.5,0,0,0,0.5,0,0,0.5
ENSG00000223572,1420,2210.67,2717.92,2527.33,2684.67,2144.83,2885.58,2167.17,3045.62
ENSG00000167004,1619,15545.03,19252.33,19153.83,19576.42,15264.83,21777.25,16061.92,24420
ENSG00000128886,1281,213,212.5,190,212,192,278,170.5,223
ENSG00000262560,326,0,0,0,0,0.5,0,0,0.5
ENSG00000140259,1317,2626.5,3231.5,3194.5,3366.5,2929,3913,2640,3619
ENSG00000138614,1850,2143,2587,2349,2477.33,1867,2880,2099,3139
ENSG00000074621,3434,69.4,95.31,104,110.2,67.4,149.5,90.53,124.54
ENSG00000174485,5748,754.5,1092,962.5,920.5,810.33,1231,820.5,1314
ENSG00000103769,648,5597,7320.7,6878.75,7015,5647,8495.5,5485.5,8688.5
ENSG00000249931,1890,5.06,6.96,9.94,10.29,6.82,11.01,8.71,8.96
ENSG00000206127,1905,3.79,3.44,4.18,4.62,5.1,4.94,4.87,4.44
ENSG00000136425,833,312,394.5,357.5,345.5,258,388.5,266.5,390.5
ENSG00000166411,1119,2229,2740.67,2497,2757,2100.83,2982.5,2281.83,3328
ENSG00000184206,1722,5.89,5.21,5.6,6.39,5.51,8.8,2.77,7.38
ENSG00000092470,1878,1283.83,1597.5,1487,1537.5,1364,1908.5,1329,1998.5
ENSG00000140416,1671,2022,2431,2033.5,2403,1701.5,2366,1726.5,2415.5
ENSG00000140332,2650,2031.5,2753,2160,2340.5,1738,2354,1727.5,2514.5
ENSG00000067369,6110,4693.5,6065.5,5220.33,5492.5,3897,5754,3965,5913
ENSG00000156970,3301,3266,4125.53,3602.11,3411.83,2980.75,4197,2882.5,4125
ENSG00000233917,1632,0,0,0,0,0,0,0,0
ENSG00000184508,611,966,1063.5,1043,1180,830.5,1233,880,1301.83
ENSG00000255192,915,0.25,0,0,0,0,0,0.33,0
ENSG00000137872,3261,108,142,148,150,111.5,169,108,171
ENSG00000169032,1219,2011.67,2653.67,2474.08,2606.08,2009.58,3007.92,1928.92,2909.5
ENSG00000128731,14555,2068.06,2746.45,2597.38,2609.42,2033.45,2804.14,1979.83,2793.57
ENSG00000170776,8768,2877.17,3909.83,3209.67,3267.33,2549.17,3536.5,2405.5,3440
ENSG00000137822,2124,1260,1616.5,1445,1553.83,1150.5,1641.83,1155.5,1743.5
ENSG00000166143,600,8,10.5,9,15,7,12,12,13
ENSG00000178718,597,830,925,870,1116,750,1052,750,1086
ENSG00000184056,1851,318.75,415.25,423.25,402.75,338,493.75,312.25,497.25
ENSG00000185823,3468,1,0,0,0,0,0,0,0
ENSG00000129003,11307,2071,2801,2225,2364,1874.5,2885.5,1865.33,2935
ENSG00000177082,1207,785,920.5,982,1126.08,805,1107.5,882,1426.5
ENSG00000169105,1128,625,750,625,694,507,745,529,755
ENSG00000166664,1236,81.5,95.38,101.77,113.07,65.9,119.77,92.85,128.8
ENSG00000137812,7026,2056,2960.33,2459,2316.5,1981,2738.33,1877.5,2609
ENSG00000173548,1722,258,282,252,257.5,215,296,217,302
ENSG00000166762,1647,15,16.17,7,10.83,12.33,16.17,13,14
ENSG00000140262,2267,864,1163,970,970,718,1149,720.5,1098
ENSG00000175344,1887,129,155.5,172,190.17,132.5,194,171,205
ENSG00000134153,726,1515,1808,1830,1995,1505,2140,1596,2441
ENSG00000182405,1755,43,61.19,48.58,45.83,48.5,59.44,42,72.22
ENSG00000134152,1056,152.7,172.08,137,169.33,133.58,197,118.58,171.17
ENSG00000128463,647,1823,2386,2204.5,2557.5,1842.2,2570,1969,2995.5
ENSG00000182117,192,2908.5,3776,3409.5,3702.5,2920.5,4390,2954.67,4785.5
ENSG00000184507,3544,15,9,7,10,6,10,6,14
ENSG00000176454,1572,215,258.5,248,255.5,206,289.5,181,248.5
ENSG00000140526,1275,1085.5,1284,1251,1321.5,1085,1569,1017,1573
ENSG00000140522,951,0,0,0,0,1,0,0,0
ENSG00000140199,3662,497,739,584.5,631,511,725.5,484,725
ENSG00000138606,1997,148,183,182,201,145,202,111,193.5
ENSG00000137860,2019,0,1,0,0,1,0,0,0
ENSG00000171766,1544,3,1,6,5,1,6,8,8
ENSG00000171763,2291,659,827,720.5,833,640,843,672,953
ENSG00000104154,1287,84,99.5,94,121,90.5,134.5,69.5,141
ENSG00000104164,765,357.5,426,423.5,481,365,482.5,359,477.33
ENSG00000260170,868,59,64.5,67,66.5,54,74,55.5,71.5
ENSG00000137767,1396,117,131.5,144,140.5,109.5,154,105.5,159.5
ENSG00000138592,3354,969,1299.67,951,966.17,847.67,1238,861.67,1269.17
ENSG00000170236,1156,0,0,0,0,0,1,0,0
ENSG00000092439,5696,428.5,596.5,515,546.5,386.5,641.5,399,659.5
ENSG00000288645,387,292.5,354.5,344,354.5,292.5,338.5,277,349.5
ENSG00000138600,1614,907,1173.5,1088,1136.83,803,1235.5,839,1247.33
ENSG00000140525,4143,4605,6128.5,5647.83,5663.5,4540,6724.75,4429,7061.5
ENSG00000140521,3974,2066.94,2529.79,2193.58,2602.14,1841.5,2684.93,1909.18,2701.62
ENSG00000117899,930,1954.5,2527,2211.5,2630.33,1875,2707.5,2116.5,3148
ENSG00000140406,1086,120,125.5,105,145.5,112,171.5,112.5,159.5
ENSG00000156206,903,5,3,5,6,5,4,6,4
ENSG00000156222,2011,1,0,2,2,0,1,0,1
ENSG00000114062,2649,1349,1702.83,1606,1643.5,1390,1988.33,1429.83,2054.5
ENSG00000136383,5115,5.11,3,5,4,9,8,6,4
ENSG00000169857,1086,316,363,317,398,270.5,374.5,291.5,378
ENSG00000184984,1596,0,1,4,1,0,4,0,3
ENSG00000166262,1643,18,35,25,30,23,46,19.2,35
ENSG00000104047,1110,155.17,182.83,184.5,166.61,133.83,203.83,155.33,243.78
ENSG00000035664,1948,36.5,41,51,47,34.5,55,39.5,56.5
ENSG00000166797,568,499,564.5,545.5,635,473,688.25,546,719
ENSG00000028528,1872,2479.5,3134.5,2758,3037.5,2244,3281.25,2287.5,3385.5
ENSG00000157734,580,151,164,195,213,149,191,147,233.5
ENSG00000169118,1922,157.5,201.5,200,195.5,181,252.5,158,221.5
ENSG00000166803,413,1732.5,2116.12,2084.5,2131.5,1679.75,2469.5,1684.5,2572.75
ENSG00000103671,1838,699,850.33,797.33,838.5,696,971.33,695,1052.92
ENSG00000259316,471,1762.5,2157.12,2124.5,2165.5,1711.75,2525.5,1720.5,2628.75
ENSG00000178115,1896,3.49,3.12,4.18,4.51,3.99,5.03,4.76,4.45
ENSG00000285077,801,61.75,71.75,74,75,68.75,97.5,65.25,80.25
ENSG00000284906,801,61.75,71.75,74,75,68.75,97.5,65.25,80.25
ENSG00000159459,5366,1663.5,2091.67,1890.5,1870.5,1338.17,2147.5,1413,2301.5
ENSG00000137842,1929,177,212,199.5,184,142,254,153,237
ENSG00000166946,1086,1338,1658,1568,1645,1241,1726,1216.5,1825
ENSG00000104055,2180,0,0,0,0,0,0,0,0
ENSG00000159495,2130,0,0,0,0,0,1,0,0
ENSG00000168806,2058,539,671,700,792,609,783,643,882
ENSG00000166947,2261,0,0,0,0,0,1,0,1
ENSG00000186417,1697,3,1,3,7,1,8,3,6
ENSG00000104093,9174,1281.5,1817,1533,1467,1238.5,1910.5,1219,1897
ENSG00000104112,1404,36,56,63,64.5,40,67,54,82
ENSG00000140280,727,88,102,103,105,97,122,94,138
ENSG00000198838,14918,3,1,1.33,2,2.5,0,1,1
ENSG00000168803,1109,178,258,254.5,257,200,320,219.5,323.5
ENSG00000197361,1118,2,1,5,6,1,9,3,2
ENSG00000033800,2031,1175,1625,1378,1297,1207.5,1793,1136,1737.5
ENSG00000138617,981,242,317,294.5,261,248,319,234,305
ENSG00000166887,2686,953,1170,1033.25,1065.5,910.5,1258,897,1260.5
ENSG00000140543,1683,94,116,112.5,118.5,85.5,132.5,93.25,143.75
ENSG00000128739,735,24.83,34.33,34.33,25.83,26.75,33.5,24,41.5
ENSG00000242028,371,3024.5,3302.5,3279.5,3822.5,2831.5,4068,3106.5,4455
ENSG00000157450,3083,495.5,780,650,685,654.5,985,703,1042
ENSG00000137821,2388,358,426,450,406,303,525,341,479.83
ENSG00000278522,1760,0,0,0,0,0,0,0,0
ENSG00000166813,4221,863,1160,971,1167.5,869,1052,865,1101.5
ENSG00000166819,1662,5,7,9,19,9,10,7,4
ENSG00000166821,761,325,413,376,395,292,461,300,434
ENSG00000288625,135,76,77.5,70,114.5,62,75.5,70.5,98
ENSG00000243789,948,64,86,78,92,70.75,79,59,99
ENSG00000168970,3278,74,93.5,87,101.5,81.75,90,63,106.5
ENSG00000137877,11022,0.5,2,3,5,2.5,2,3,1
ENSG00000104131,810,1666.08,1976.92,1973.5,2122.58,1675.33,2347.33,1842.53,2812.25
ENSG00000185880,1500,1,0,1,0,3,3,2,2
ENSG00000103855,1736,2468.33,3063.67,2771,3094.67,2172.67,3146.5,2182.67,3150.67
ENSG00000128915,2975,800,1071.83,978,935.17,741.83,1178.83,781,1214.33
ENSG00000140527,2081,15,10,13,16,9,12,10,19
ENSG00000166823,804,431,488,482.5,575,435.5,642.5,415,616
ENSG00000188095,1221,63,82,66.5,74,53.5,88.5,52,72
ENSG00000166825,2939,2,3.5,7,5,4.5,2,2,2
ENSG00000157823,849,695.25,829,800.75,806,628.67,953,663.75,1048
ENSG00000250021,1182,689.75,836,808.25,864,645.67,1018,698.25,1036
ENSG00000242498,753,315.5,382,357.5,421,298,449,327.5,464
ENSG00000182718,1283,5335.46,6707.06,5898.01,6243.71,4982.49,7084.79,4972.74,7388.07
ENSG00000136371,828,635.25,741.75,687.75,818,546.75,779.75,572,857.75
ENSG00000259332,576,360.08,453.75,437.25,441.58,346.42,503.08,367,568.25
ENSG00000180953,237,5.5,4,13.5,6.75,10.5,10,8,8.5
ENSG00000086666,892,1342,1628,1655.5,1617,1424,2087,1503.33,2044
ENSG00000140379,650,0.5,0,2.5,0,0.5,1,0.5,0.5
ENSG00000090487,926,674,888,840,747.5,606,955,684,960
ENSG00000103707,1167,381,542.5,453,511,396,558.5,415,572.5
ENSG00000186198,384,0,2,0,1,0,0,3,1
ENSG00000103710,868,0,1,0,0,1,0,0,0
ENSG00000090470,1455,429,547.5,438,561,455.5,636.5,460,694
ENSG00000166855,1899,1216.5,1636,1398,1337.5,1214,1687,1218.5,1921.5
ENSG00000138615,3552,4,4,6,4,7,3,5,7
ENSG00000254585,3747,0,4,1,4,2,0,1,1
ENSG00000182636,963,0,1,0,0,0,0,0,0
ENSG00000137819,991,42,63,43,55.5,54,64,41,53
ENSG00000137818,355,16503.4,19576.76,17304.33,21019.1,13960.95,19716.54,15379.2,23910.31
ENSG00000137807,3026,2487,3235.5,2753,2680,2308.5,3352,2433.5,3623
ENSG00000128833,5236,458,537,518,553,387.5,595.5,379.5,600.5
ENSG00000128989,393,1118.67,1399.33,1363.67,1497.5,1200.33,1633.67,1233,1644.5
ENSG00000197535,5640,765.5,988,827.5,842.5,646.5,951,665.5,938.5
ENSG00000131871,763,1168.33,1392,1361.5,1542,1096.5,1627.5,1383,2098.5
ENSG00000131876,800,3940.39,4723.06,4757.31,4837.72,4275.64,5746.97,4080.73,6087.05
ENSG00000234438,1374,0,0,0,0,0,0,0,0
ENSG00000131873,2499,275,335,323,358.5,266.25,420,295.5,414
ENSG00000184277,898,1625,2046.5,1882.5,2084,1587,2347,1629,2324.75
ENSG00000185418,2462,696.5,883,799.5,897,647,947,651.5,1014.5
ENSG00000140479,3853,830.5,1085.5,905,1002.5,791,1137,779.33,1188
ENSG00000069974,663,150,157,151,174,143,201,138,201
ENSG00000225973,162,69,94,89,71,66,130,88,119
ENSG00000069943,1665,127,193,134,166,131,180,117,194
ENSG00000137876,612,1244.77,1609.14,1659.16,1561.49,1502.24,2004.22,1534.84,2394.38
ENSG00000187446,605,1024.17,1240.67,1043.17,1261.67,835.33,1361.67,924.67,1349.33
ENSG00000285920,1323,2409.75,3178.5,3002.75,2958.5,2592.92,3669.75,2469.5,3705.91
ENSG00000104147,687,1020,1213,1059.5,1251,821.5,1211,897,1298.5
ENSG00000137804,1396,2409.75,3178.5,3002.75,2958.5,2592.92,3669.75,2469.5,3705.91
ENSG00000137806,1267,642,821.67,785.5,865.5,684,914,692.5,975
ENSG00000137815,2154,2115.33,2746,2340.83,2604.5,2119.7,3037.7,2077.5,3048.5
ENSG00000137825,1413,152,190,185,203.5,157,208,154,214
ENSG00000062524,2640,103,118,93,121,86,135,96,110
ENSG00000103932,4346,2120.5,2717,2243.5,2621,1754,2536.5,1707,2636
ENSG00000092445,2773,420.5,516,433,556.5,370,507.5,380,517.5
ENSG00000169926,877,241.5,235.67,229.17,225,212.5,227.33,188.5,252.25
ENSG00000058335,3819,11,11,14,13,13,17,7.5,13
ENSG00000169918,2950,76.5,89.83,86,131.17,76,108.17,81.83,123.17
ENSG00000103811,2612,692,859,791,902,711,941.5,656,995
ENSG00000179455,1658,0,0,1,0.25,1,0,1,1
ENSG00000140285,587,1.83,0.51,0.55,1.76,0.54,1.57,3.81,2.81
ENSG00000140264,778,6982.42,7768.5,7425.33,8287.25,6444.33,8772.5,6519.83,9213
ENSG00000128891,839,511,625,585,616.5,419.5,705,482,746.5
ENSG00000246922,1231,2,1,1,2,1,0,2,1
ENSG00000185518,2049,0,1,0,1,2,0,0,2
ENSG00000103994,5815,1496.5,2085,1737.5,1801,1387,2013.83,1425.33,2015
ENSG00000171016,1306,144.5,157,159,161,142,202,125,177.5
ENSG00000166710,357,6998.5,8608,7949,8795.67,6671,9685,6890.5,9957
ENSG00000069966,1273,570,721,687,724,544,769,546.5,783
ENSG00000104064,1326,588.5,725.5,673,681.5,579,794,599.5,939.5
ENSG00000169783,1881,320,431,385,455,309,444,306,500
ENSG00000128849,3906,289,388,283,321,236,356,270,291
ENSG00000166920,462,13,23,17,16,13,27,18,24
ENSG00000140511,1366,486.5,562,517.5,583.5,401,615,397,616
ENSG00000140545,1207,2432.5,3181.5,2986.5,3170.5,2442.5,3473,2343.5,3425.5
ENSG00000157766,7994,231,343.5,296,317.5,252.5,368,180,289.5
ENSG00000074803,3629,0,0,0,1,0,0,0,1
ENSG00000166949,1611,589,740,624.5,660,513.5,745,486.5,710.5
ENSG00000103591,945,1799.5,2351.5,2159.5,2285.5,1824.5,2647.5,1823,2768
ENSG00000104067,5788,3390,4725,3431,3429,2865,3888.33,2877,4125.5
ENSG00000140470,3461,195.5,229,237.5,267,166,239,162.5,286
ENSG00000140471,2371,173,236,258,216,209.33,353,257,351
ENSG00000183475,959,210.5,233,225,262,213,309.5,225,324
ENSG00000154227,1149,0,0,0,0,1,2,0,0
ENSG00000182511,2689,40,45,49,55,38,60,60,68
ENSG00000197299,4525,1421,1992,1862,1773.5,1585,2199,1569.5,2145
ENSG00000140564,2448,602.83,708.5,684,717,567.5,789,539.5,823.5
ENSG00000172183,543,10,23,38,16.5,22,27,18,27
ENSG00000166794,678,13857.25,16424.5,15988.67,17675.83,13182.25,18852.25,14593.83,21207.5
ENSG00000103723,4190,98,124.5,150.5,144,97,123,102.5,136
ENSG00000186628,2247,0,2,1,0,1,3,2,0
ENSG00000156232,2427,210.32,273.88,268.52,297,202.05,293.98,218.57,351.53
ENSG00000166192,636,112,123,133,163,125,174,134,188
ENSG00000175318,1141,0,0,0,0,2,0,0,0
ENSG00000067225,1987,53811.44,65951.15,57776.99,64079.24,50938.66,69808.82,47886.74,69057.15
ENSG00000137817,1950,102.5,113.5,155,159.5,132.5,206.5,124,202
ENSG00000273025,1443,0,0.5,1,0.5,1,1,0.5,0.5
ENSG00000140488,1498,0,0.5,1,0.5,1,1,0.5,0.5
ENSG00000260729,681,642.5,785.5,729.25,752,568.25,819.5,613.75,876.25
ENSG00000179361,1683,1007.35,1293.82,1166.75,1269.49,980.72,1370.63,994.9,1431.76
ENSG00000273540,3541,2,2,3,4,1,4,6,3
ENSG00000128872,1053,156,198,178,188,160,213,159,196
ENSG00000069956,2163,371.45,539.18,523.65,505.35,429.38,648.32,413.88,643.85
ENSG00000260007,439,220,265.5,227.5,333.25,232,308.5,231.5,362.5
ENSG00000128973,1212,767.5,963,875,1040.25,728,1051,835.5,1234
ENSG00000167014,740,0,0,0,0,0,0,0,0
ENSG00000205363,879,22,23,17,33,18,17,11,26
ENSG00000178997,1744,1,2,3,3,0,1,2,2
ENSG00000140157,1080,494.5,664.5,566.5,610,495.5,750.5,506.5,810
ENSG00000243708,2343,10,7.5,9,9.5,11,11,4,7.5
ENSG00000260916,2661,970.33,1339,1219.5,1258,1028,1651,1038,1656
ENSG00000137871,3184,120,158,148,138,126.17,178.25,126.25,173.17
ENSG00000184140,936,0,0,0,0,0,0,0,0
ENSG00000182854,936,0,0,0,0,0,0,0,0
ENSG00000137875,723,0,0,0,0,0,0,0,0
ENSG00000069869,4297,520,691.5,600,591,503,642,472,684.33
ENSG00000185115,912,660,834,894,915.5,684,986,773,1118.5
ENSG00000034053,2247,502,671,605.67,678,533,672.5,473.17,694.33
ENSG00000140263,1165,1112.25,1332.75,1220.1,1374.5,1103.5,1531.5,1036,1583.5
ENSG00000140279,4648,0,0.5,0,2,0.33,1,0,1
ENSG00000140274,1176,0,0,0,0,0,1,0,1
ENSG00000137857,4729,0.1,0,1,0,0.33,0,2,0
ENSG00000186073,1078,461.5,476,486.5,518,364.5,530.5,383,599
ENSG00000215186,2079,0.5,2.18,2.03,1.68,2.52,0.62,1.57,0.88
ENSG00000175202,318,0,0.5,1,4,1.5,0,0,0
ENSG00000140463,1990,773,986,928.5,884.5,787.5,1192,824.5,1141
ENSG00000159322,1552,713,972.5,906,945.83,624,935,713.5,1049.5
ENSG00000136404,1126,17,40,38,37,28,40,39,37
ENSG00000166503,687,658,787.83,732.33,805.33,697,920.67,620,969
ENSG00000169594,3060,19,19,10,18,10,20,11,20
ENSG00000137802,4542,212,260.67,245.33,256.33,207.5,264,204.83,263
ENSG00000169856,1421,13,14,11,17,15,15,15,17
ENSG00000104133,7760,1854.14,2493.67,2038.5,2091,1536,2417,1612,2425.14
ENSG00000172345,838,145.5,164,161,203.5,144,225,155,235
ENSG00000188869,3303,0,0,0,1,0,0,0,0
ENSG00000185033,2680,451.2,537,463.5,567,370,532,336,530
ENSG00000185043,693,1469.5,1701,1675,1962,1417,1973,1471,2088
ENSG00000284626,849,96,104.08,82.5,117,78,106.5,82,118.83
ENSG00000213471,2457,10.5,10.83,13,7,10,16,10.5,6.33
ENSG00000261147,651,3.5,4.83,5,3,4,3,4.5,3.33
ENSG00000182768,886,1649,1748.33,1935.5,2172.5,1719.33,2212.83,1793.33,2375.33
ENSG00000275674,311,32.67,28.47,31.33,41.85,32.01,51.65,24.2,50.7
ENSG00000103876,1399,978,1298,1213,1338,970,1359.5,913,1394
ENSG00000259417,177,0,0,0,0,0,0,0,0
ENSG00000128951,936,3384.92,4232.67,3990.5,4370,3482.67,5115.25,3425.08,5225.75
ENSG00000166147,8711,1555,2035.5,1548.5,1486,1286,1839,1152,1705.83
ENSG00000174197,9342,1455.5,2220,1802,1746,1657,2178,1538.83,1759.5
ENSG00000181827,4443,388,533.5,374,343,333.5,443,319,417
ENSG00000198690,3283,446.5,561,490,520.5,399,575,447.5,580
ENSG00000166912,2410,167.33,226,250,269,184.5,287,200,314
ENSG00000134160,5125,0,0,0,1,1,0,1,1
ENSG00000187806,823,0,0,0,0,0,0,0,0
ENSG00000213614,1912,1748,2279.5,2025.58,2211.5,1646.25,2384.83,1764.25,2622.75
ENSG00000140548,2204,202,291,277,320.5,249.5,326.5,227,349
ENSG00000182054,1356,1892,2354,2231.5,2282,1952,2693,1821.5,2462
ENSG00000196391,1527,92.5,101,111,102,80,136,89,133
ENSG00000140575,5029,5629,7173.5,5913,5973.33,4866,7152.5,4775.5,7387.33
ENSG00000166145,1772,328,498,414,514,403,562,343,520
ENSG00000179335,1857,873,1123.5,996.83,1110.5,931.5,1313.83,911,1267.33
ENSG00000129007,459,20.5,29.5,29.5,33,24,46.5,27,45.5
ENSG00000183476,1353,0,0,0,0,0,0,0,1
ENSG00000140403,1527,0,0,0,0.5,0,0,0,1
ENSG00000261794,1896,4.5,5.53,6.99,9.69,11.64,13.05,8.97,7.12
ENSG00000184716,1599,0,0,3,4,6.5,3,2.5,3.5
ENSG00000167202,3212,492.5,610.5,569,604.83,522,583.5,446,626.5
ENSG00000104059,1617,18,20,17,16,17,27,18,23
ENSG00000230778,1140,32,39,42,43,32,46,31,33
ENSG00000103653,1350,1973.33,2380.5,2205.33,2349.33,1832,2554,1835,2657
ENSG00000183208,1155,146,171.75,159.5,167,125,158.5,128,180.5
ENSG00000137766,6672,0,0,0,0,0,0,0,0
ENSG00000172349,4359,0,1,0,0.5,0,0,1,0
ENSG00000173517,5248,652,879.5,688,670.5,599.5,810.5,491,781.5
ENSG00000047346,3353,212.5,277.5,259.5,314,234,315,225,345
ENSG00000175265,2061,101.89,108.31,147.91,151.55,110.18,167.41,121.65,162.8
ENSG00000140254,1491,3.5,3,1,1.5,2,2,1,1
ENSG00000183060,1471,186.33,175.61,217,210.5,159.11,220.11,163.22,229.5
ENSG00000188659,1498,23.5,28,24.5,25.5,24.5,44,27,42
ENSG00000177693,969,0,0,0,0,0,0,0,0
ENSG00000140265,2561,161,220.33,214,209.28,200.33,304,219,276
ENSG00000177971,552,2052.5,2653,2347,2862,2003.5,2765.5,2103,3056
ENSG00000157890,3746,114,132.5,126.5,134,117.33,180,112.5,154
ENSG00000214575,2188,71,84.25,85.5,92,61.25,90.25,71,91.5
ENSG00000229474,1879,4.5,3,0.7,1.67,1.5,4,2.5,5.5
ENSG00000235711,1605,0,0,0,1,0,0,0,0
ENSG00000215252,2067,101.89,107.06,148.16,151.8,110.68,167.66,121.9,162.8
ENSG00000166069,894,0,0,0,0,0,0,0,1
ENSG00000127585,1437,100,147,155,169.5,138,177,91,130
ENSG00000261732,364,23.5,24.75,25.5,38,29.5,29.5,30,36.5
ENSG00000197562,977,262.25,314.83,276.5,310.75,218.33,367.58,254,312.75
ENSG00000127554,649,404,500,495,538.5,448,522,420,673.5
ENSG00000162076,530,290.5,333,347.5,387,278,378,262,408.5
